ID,y,oof_final
121,1,0.9512442569966809
123,0,0.8071945157035813
124,1,0.9375335159499688
126,0,0.8151223966259402
127,0,0.2480107830775251
129,1,0.6518109483021001
130,0,0.9586938562546198
131,0,0.3055640100294215
132,0,0.5814600634810209
133,0,0.33963795527341767
136,0,0.7738162528805601
137,0,0.14344101917474675
138,0,0.4300911633839153
139,1,0.7090163340435091
141,1,0.8170210298998507
142,0,0.6597388292244591
143,0,0.8493702624751801
144,0,0.04598750670318999
146,0,0.7866863776685943
149,0,0.8720524080757134
150,0,0.785497920199429
152,0,0.20389292288070496
153,0,0.6402452280533937
154,0,0.16280417989187934
155,0,0.644723683638419
156,0,0.16284766004319026
157,0,0.09452584894995435
158,0,0.2079510703363914
159,1,0.860298273837993
160,0,0.9389103874081481
161,0,0.976114903546531
162,0,0.8684435555169067
163,0,0.5865182544168587
164,0,0.45299070974100325
165,0,0.5575749670275519
166,0,0.14186124034378308
167,0,0.03521892256185052
170,0,0.5324144528022958
172,0,0.24866298534718898
173,0,0.43664217284809487
175,0,0.8018464570923373
176,1,0.9250257257561924
177,0,0.5935620389292288
178,0,0.8629070829166485
179,0,0.596243314926736
180,0,0.635288490803948
182,0,0.18850094931663697
183,0,0.013812194733104341
184,1,0.5315303563923068
185,0,0.6875226459121411
186,1,0.8227314231053523
187,0,0.11642535182689102
188,1,0.9075322115454295
190,0,0.875690247402061
191,0,0.032334739191559055
192,1,0.9493891038740815
193,0,0.3411452671855298
194,0,0.6697827441772831
196,1,0.885690682203574
198,0,0.5090366247807875
199,0,0.32933315941272806
202,0,0.6048668782700698
203,0,0.09290258996767975
204,0,0.3227821499485485
205,0,0.1709349681870226
206,0,0.7088714002058061
207,0,0.7450468860964969
208,1,0.4305259648970245
210,0,0.2733742046755656
212,1,0.5633578271519052
213,0,0.5970694378016436
214,0,0.7240169862457789
215,0,0.9393017087699466
216,0,0.7891067727582358
219,0,0.2325753293621462
220,0,0.4445265736191429
221,1,0.9564328883864516
224,0,0.025117034073945246
225,1,0.8663854950215226
226,0,0.13804948041219187
227,0,0.4854703827702654
229,1,0.929330260735974
230,0,0.8172674174239459
233,0,0.402814615128194
234,1,0.9470266823195211
235,0,0.5102105888661826
236,0,0.3375798947780339
237,0,0.24828615736916096
238,0,0.24977897589750278
239,1,0.34605852428366446
240,1,0.23838717625404005
241,0,0.8446164325985187
242,0,0.42681565865182547
243,0,0.4561067872516196
245,0,0.8612113570155224
246,0,0.6788990825688073
247,0,0.29180978883139846
249,0,0.17657289447367278
250,0,0.6056350276098961
253,1,0.20866124614113657
254,0,0.10916416655796629
255,0,0.10332333289853181
256,0,0.5935475455454585
257,0,0.5676623621316869
258,0,0.3625375016305057
259,0,0.5087902372566923
261,0,0.0014783251445715032
263,0,0.489818397901358
265,0,0.427873675667058
266,0,0.6598837630621621
267,0,0.7156398104265401
268,1,0.4260620026957693
269,0,0.5403713204921954
270,1,0.9629549110830906
271,0,0.3941620650173196
272,0,0.8583996405640825
273,1,0.8852268939229243
276,0,0.2922880704958187
277,1,0.8313259996811455
278,0,0.7047117990637274
282,0,0.07651057292346043
283,0,0.32231836166789857
285,0,0.1731669492876502
286,0,0.09152571850950042
287,0,0.9165760830181022
288,0,0.06230705682855777
290,0,0.288737191472093
293,0,0.9995507051031204
294,1,0.857298143397539
295,0,0.7769903039262577
296,0,0.2494311346870154
297,0,0.5511833847848457
298,0,0.1811962838964013
299,0,0.0952939982897807
300,1,0.6451729785352986
301,0,0.3761178022232851
302,0,0.719987825557633
303,0,0.5607200313057089
304,1,0.7318434134817456
305,0,0.32721712538226294
306,0,0.5717060162036031
307,0,0.10236676956969143
308,0,0.5476469991448903
309,1,0.9939852457353219
310,0,0.23860457701059468
311,0,0.2974911952693596
312,0,0.22521269040682926
315,0,0.35126164905720536
318,0,0.7591054683536965
319,0,0.945142542429381
320,0,0.7799034740640898
321,1,0.8193689580706408
325,0,0.0265228922996652
326,0,0.6040552487789325
328,1,0.9856080699160833
329,0,0.06737974114816586
330,0,0.9771874139455338
332,1,0.7116541298897053
333,0,0.7805121961824427
334,0,0.4196124469179819
336,0,0.11584561647607867
337,0,0.08161224401060917
338,0,0.6973491601084105
339,1,0.55373422032842
340,0,0.3327825847500616
341,0,0.5889966230415814
343,0,0.6006348102091396
344,0,0.216096352015305
348,1,0.4813397683957274
349,0,0.24344536718987783
351,0,0.36562459237358147
353,1,0.8106149542733743
354,0,0.5284432656492312
355,0,0.9671579923764803
356,1,0.33631897039001696
357,0,0.12609243880168705
358,0,0.03232024580778874
359,0,0.08877197559314172
361,1,0.9796512891864864
362,0,0.02727654825572126
363,0,0.9374175688798063
364,1,0.7869327651926895
365,0,0.4886299404321927
366,0,0.6578836761018595
367,0,0.5039059669260982
369,0,0.8375146745510674
371,1,0.9235184138440801
372,0,0.2817223937272635
373,0,0.7562067915996348
375,0,0.5611548328188182
376,0,0.5355450236966824
378,0,0.1394263518703712
379,0,0.06349551429772309
380,1,0.4178877342493152
382,1,0.922996652028349
385,0,0.35005869820426977
387,0,0.5291969216052871
388,1,0.7883096366508688
389,0,0.3926257663376669
390,1,0.6959867820340015
391,0,0.8484861660651912
392,1,0.17300752206617678
393,0,0.1555285012391843
394,0,0.20609591721379192
395,0,0.2229082423873502
396,0,0.20257402495760682
399,0,0.13860022899546356
400,0,0.9706508978651245
401,0,0.18309491717031176
403,1,0.7117265968085569
404,0,0.6316796382451412
405,1,0.9174456860443208
406,0,0.46975955476325054
407,0,0.3610736698697045
408,0,0.8018609504761076
409,0,0.017638448048465875
411,1,0.9026479412148355
412,0,0.7082481847036828
413,0,0.5647781787613955
414,1,0.7687580619447223
415,0,0.006449555777787439
416,0,0.5638940823514066
417,0,0.3417684826876531
418,0,0.6422598083974665
419,0,0.5652854471933563
420,1,0.8053828427322927
421,0,0.9154745858515588
422,0,0.06440859747525256
423,0,0.3482760120005218
425,0,0.12378799078220792
426,0,0.6068814586141427
427,1,0.9602156615505022
428,1,0.735524732959404
430,0,0.15415162978100497
433,0,0.18490659014160035
434,0,0.03320434221777758
435,0,0.08762699827528732
436,1,0.8899372436482746
437,0,0.6213168688493703
438,0,0.35476904792962016
440,1,0.4435845036740728
441,0,0.43565662275171385
442,0,0.47931069466788406
443,0,0.7479890430018696
444,0,0.10703363914373087
445,1,0.3095786773337971
446,0,0.259924344536719
447,0,0.16505065437627722
449,0,0.06319115323854661
450,0,0.46933924663391163
453,0,0.32865197037552357
454,0,0.21335710248271664
455,0,0.18837050886270415
456,0,0.6539849558676464
458,0,0.5048770236387089
459,0,0.15535458063394061
461,0,0.2279084597881067
462,0,0.3574503239271272
464,0,0.06868414568749366
465,0,0.8203255213994812
468,0,0.23601026131570937
469,0,0.040784381929649116
471,1,0.3170572633592765
472,0,0.4131194109888836
473,0,0.4618751539922026
474,0,0.8756032870994391
476,0,0.5146455642998972
478,0,0.693522906793049
480,0,0.7482644172935055
482,1,0.8131223096656376
484,0,0.9094598315868806
485,0,0.5738365436178384
487,0,0.24548893430149135
489,1,0.6913199124599622
490,0,0.061451947186109544
491,0,0.6085192109801875
493,0,0.375972868385582
494,0,0.2670261025841703
495,1,0.6235198631824572
496,0,0.7371914720929894
497,0,0.27515689087931355
498,0,0.7554966157948897
499,0,0.7280896270852356
501,0,0.771656738698784
503,0,0.17300752206617678
505,0,0.5188341522095165
508,0,0.34460918590663364
509,0,0.6684928330217256
510,0,0.599388379204893
511,0,0.7499891299621724
512,1,0.7587141469918981
514,1,0.9839703175500384
515,0,0.7607867008710523
516,0,0.2709827963534646
518,0,0.6076496079539689
519,0,0.8621099468092815
520,0,0.07338000202907373
522,0,0.23316955809672882
523,1,0.04165398495586765
524,1,0.21615432555038624
525,0,0.12858530081018016
526,0,0.15522414018000782
527,0,0.8659506935084135
528,1,0.9125904024812672
529,0,0.6216357232923171
530,0,0.754293664941954
531,0,0.4549473165499949
532,0,0.49113729582445614
534,1,0.9740858298186877
535,0,0.15931127440323492
536,0,0.49038363986840006
538,0,0.3853500876849718
540,0,0.8799078220792209
541,0,0.7221183529718683
542,0,0.7342638085713871
543,1,0.9351276142440975
544,0,0.26527240314796297
545,0,0.09440990187979188
546,0,0.04248010783077525
547,1,0.7974259750423931
549,0,0.15133991332956506
550,0,0.1283389132860849
552,1,0.19782019508094553
553,1,0.4653970462483876
554,0,0.6540284360189573
555,0,0.5580242619244314
556,0,0.023827122918387757
557,0,0.344203371161065
558,0,0.7875269939272722
559,0,0.6707103207385828
560,0,0.24254677739611866
561,0,0.08813426670724815
562,0,0.3396814354247286
563,0,0.6871168311665725
565,0,0.8924590924243083
566,0,0.06722031392669246
567,1,0.3549429685348638
568,0,0.1478035276896097
569,0,0.5278345435308781
570,0,0.3089844485992144
571,0,0.16103598707190167
572,0,0.48015131092656205
573,0,0.1916894937461049
575,0,0.313607838021943
576,1,0.9577372929257794
577,0,0.19632737655260377
578,0,0.5492992448947055
579,0,0.6669275475745323
581,1,0.7696856385060219
582,0,0.21240053915387624
583,0,0.17255822716929722
584,0,0.39435047900633363
585,0,0.5699813035349363
587,1,0.8203834949345623
588,1,0.2916358682261548
589,0,0.30510022174877166
590,0,0.039248083249996374
591,0,0.04694407003203038
592,0,0.1715002101540647
593,0,0.6627099728973723
594,0,0.40877139585779093
595,0,0.37119005174138003
596,0,0.2932736205921997
597,0,0.36613186080554233
598,0,0.7786570430598432
599,0,0.943968578343986
600,1,0.43788860385234135
601,0,0.1183674652521124
603,0,0.3870458135860979
604,0,0.946693334492804
605,0,0.7398292679391858
606,0,0.8889082134005827
609,0,0.10243923648854299
610,0,0.7521051639926374
611,0,0.12742583010855546
613,0,0.6044030899894198
614,0,0.9242575764163661
615,0,0.9066191283679
616,0,0.2581561517167413
617,0,0.7206545212110672
618,0,0.12501992840268417
620,0,0.1807469889995217
621,0,0.18799368088467613
622,0,0.7134947896285345
623,0,0.6064901372523444
624,0,0.7211617896430279
626,0,0.7585981999217357
628,0,0.6767540617708017
629,0,0.6066350710900474
630,0,0.13187529892604025
631,0,0.7195965041958345
632,0,0.5670681333971043
633,0,0.6048523848862994
634,0,0.797092627215676
635,0,0.3891763410003333
637,0,0.5805324869197211
638,0,0.6296505645172978
639,0,0.05881415133991333
640,0,0.172079945504877
642,0,0.4399756511152659
643,0,0.06769859559111265
644,0,0.15394872240822063
646,0,0.5984463092598228
647,1,0.8940968447903531
649,1,0.9656796672319086
651,0,0.7228285287766134
652,0,0.13196225922866212
653,0,0.5575894604113222
654,1,0.6806237952374742
655,0,0.7106106062582431
659,0,0.19487803817557284
660,0,0.7022624172065454
661,0,0.08126440280012175
662,1,0.5291099613026654
663,0,0.6577387422641564
664,0,0.602156615505022
666,0,0.29965070945113553
667,0,0.6385784889198081
668,0,0.6200994246126643
669,0,0.8907198863718713
670,1,0.9824050321028451
671,0,0.9240111888922707
672,1,0.6882328217168863
673,1,0.9127788164702814
674,1,0.999579691870661
676,1,0.9570995840398858
677,1,0.9570995840398858
678,0,0.025218487760337405
679,0,0.31318752989260407
680,0,0.353638563995536
681,0,0.33533342029363594
683,0,0.5521689348812266
685,0,0.41167007261185273
686,0,0.37398727480904964
687,1,0.7550183341304694
688,0,0.27114222357493806
690,0,0.4388451671811818
691,0,0.07222053132744902
692,0,0.8618345725176456
693,1,0.9135034856587967
694,0,0.701218893575083
695,0,0.14100613070133483
696,0,0.7305535023261881
698,0,0.8617910923663348
699,0,0.017536994362073715
700,0,0.27533081148455735
701,0,0.3376668550806557
702,0,0.45504877023638707
704,1,0.8622548806469847
705,0,0.8901691377885995
707,0,0.8070205950983377
708,0,0.9202574024957606
710,0,0.673246662898387
711,0,0.5228198327463512
712,0,0.6637679899126049
713,0,0.5632128933142021
714,0,0.7092047480325232
715,0,0.36345058480803516
717,0,0.12183138397321625
718,1,0.559125759090975
720,0,0.4560488137165384
722,1,0.690189428525878
723,0,0.28137455251677607
724,0,0.24928620084931227
725,0,0.7949910865689812
727,0,0.08020638578488919
728,0,0.4131049176051132
729,0,0.03894372219081989
731,0,0.5502123280722351
732,0,0.31897039001695726
733,0,0.8531385422554604
736,0,0.2161978057016972
738,0,0.020826992477933823
740,1,0.9303737843674362
741,0,0.16012290389437223
744,0,0.7114222357493803
745,0,0.04100178268620375
746,0,0.14641216284766004
747,0,0.5229792599678248
750,1,0.8811542530834675
751,0,0.6161137440758294
752,0,0.9205182834036263
754,0,0.07656854645854168
755,0,0.5290664811513545
756,0,0.18970390016957261
758,1,0.8544429467947882
759,0,0.07716277519312432
761,1,0.834442077191762
762,0,0.7131469484180472
764,0,0.6117222487934258
765,0,0.33829007058277893
766,0,0.41484412365755036
767,0,0.2924040175659811
768,0,0.1065553574793107
769,0,0.6777830920184936
770,0,0.23073466962331693
771,0,0.028812846935374004
772,0,0.7565111526588112
774,0,0.3083902198646318
775,0,0.5584880502050814
778,0,0.7247126686667537
779,1,0.9141846746960013
780,0,0.6642027914257141
781,0,0.7470469730567996
782,0,0.7738452396481006
783,1,0.9782019508094555
784,1,0.7745119353015348
785,1,0.3497253503775526
786,0,0.16102149368813137
787,0,0.395350522486485
788,0,0.24119889270547992
789,0,0.48168760960621476
792,0,0.7431627462063569
793,0,0.4485412409235184
794,0,0.7328724437294375
795,0,0.4932098497036103
797,0,0.7465252112410683
798,0,0.5943301882690551
799,0,0.9949563024479325
800,0,0.15938374132208646
801,0,0.48193399713031004
802,1,0.9394031624563386
804,0,0.5456614055683581
805,0,0.1970955258924301
806,0,0.2122990854674841
807,0,0.6014319463165065
808,1,0.8462686783483339
809,0,0.22680696262156327
810,0,0.3629433163760743
811,0,0.6234763830311462
813,0,0.7158717045668652
814,0,0.17000739162572284
815,1,0.8984158731539051
816,0,0.6532168065278201
817,1,0.9466643477252634
818,0,0.6269982752873312
819,0,0.44159891009754043
821,0,0.7103062451990666
823,0,0.5961853413916547
824,0,0.5498644868617476
825,1,0.470484223951766
826,0,0.6265199936229111
827,0,0.8659217067408728
828,0,0.8325289505340812
830,0,0.24585126889574907
831,0,0.28556314042639536
832,0,0.9263446236792904
833,1,0.06632172413293332
835,0,0.4255257474962679
836,1,0.5632708668492833
838,0,0.45397625983738427
839,0,0.03321883560154789
840,1,0.8501239184312362
841,0,0.7657724248880386
842,0,0.04442222125599663
843,0,0.2733886980593359
846,0,0.0733510152615331
847,0,0.29334608751105123
848,1,0.9185181964433237
849,1,0.9280258561966462
850,0,0.7780048407901793
851,0,0.81980375958375
852,0,0.849413742626491
854,0,0.22106758264852097
855,0,0.5963592619968985
856,0,0.504833543487398
858,1,0.9815644158441672
859,0,0.3055060364943403
860,0,0.6692754757453222
861,0,0.70107395973738
862,0,0.10536690001014537
863,1,0.9936808846761455
864,0,0.5981854283519573
865,0,0.17210893227241764
866,0,0.6608838065423134
868,0,0.27349015174572805
869,0,0.314593388118324
870,0,0.5326608403263909
871,0,0.7190022754612518
872,0,0.4031044828036002
875,0,0.7793382320970478
877,0,0.0924822818383408
878,0,0.11222227053350146
880,0,0.9736945084568894
882,1,0.8266881168746467
883,0,0.19671869791440208
884,0,0.5141817760192472
885,1,0.40817716712320823
886,0,0.396104178442541
887,0,0.20095076597533224
888,0,0.16955809672884328
889,0,0.5318781976027943
890,0,0.07749612301984145
892,0,0.690102468223256
893,0,0.5319651579054162
894,0,0.12584605127759177
895,1,0.724596721596591
896,0,0.6435787063205646
898,1,0.9374610490311173
899,1,0.6634056553183472
900,0,0.527733089844486
901,0,0.46238242242416333
902,0,0.502297201327594
903,0,0.2617505108917779
904,0,0.5820108120642926
905,0,0.9576358392393872
907,1,0.9741293099699987
909,0,0.5722422714031045
910,0,0.014073075640969898
911,0,0.9631288316883343
913,0,0.31663695522993757
914,0,0.7864544835282693
915,0,0.5569807382929693
916,0,0.6977549748539792
917,0,0.13436816093453338
918,1,0.8008174268446454
919,0,0.32894183805092975
920,0,0.1685870400162326
921,0,0.6447526704059597
922,0,0.6931895589663318
923,0,0.2761569343594649
924,0,0.7786135629085322
925,0,0.5986202298650666
926,1,0.7971650941345275
927,0,0.7769178370074061
930,0,0.2638810383060133
931,0,0.07109004739336493
932,1,0.08401814571648043
933,1,0.8817339884342797
934,1,0.9915213704943694
935,0,0.6154905285737061
936,0,0.5391538762554894
938,0,0.5999101410206241
939,1,0.8433700015942721
941,0,0.5307477136687102
942,0,0.6625650390596692
943,0,0.2951722538661101
945,0,0.22522718379059958
947,0,0.2574459759119962
948,0,0.4350479006333609
949,0,0.06030696986825514
950,0,0.7323941620650173
951,1,0.5472266910155514
952,0,0.38079916518109486
953,0,0.026189544472948096
955,0,0.31566589851732685
956,0,0.5678217893531603
957,0,0.21367595692566344
958,1,0.6270562488224125
959,0,0.062278070061017154
962,0,0.7798744872965492
963,0,0.15558647477426554
966,0,0.16884792092409814
967,0,0.7480325231531806
968,0,0.4702088496601302
969,0,0.48983289128512836
970,0,0.3079554183515225
973,1,0.9741293099699987
974,0,0.3636824789483601
975,1,0.44425119932750695
976,0,0.3946693334492804
977,1,0.8800962360682348
978,0,0.43375798947780336
979,1,0.4438163978143977
982,0,0.9259822890850327
983,1,0.014942678667188429
984,0,0.5337768308767048
986,1,0.3187819760279433
987,0,0.22506775656912623
988,0,0.8663275214864413
989,0,0.906198820238561
990,0,0.8585590677855559
991,0,0.5152977665695609
992,1,0.7952519674768469
993,0,0.32584025392408367
995,1,0.7886574778613563
996,0,0.5088482107917736
998,1,0.8496601301505863
999,1,0.6623331449193444
1000,0,0.9170108845312116
1001,0,0.6101279765786919
1002,0,0.1574126411293245
1003,0,0.5826630143339565
1004,1,0.8380654231343391
1005,1,0.3798860820035654
1006,0,0.39965505746626667
1008,0,0.24967752221111064
1009,0,0.8295578068611679
1011,0,0.3887560328709944
1013,0,0.011493253329854921
1014,0,0.4416278968650811
1015,0,0.13500586982042698
1016,0,0.21957476412017915
1017,1,0.31983999304317584
1018,1,0.8681102076901895
1019,0,0.7201907329304172
1020,0,0.6498108613417974
1021,0,0.3776541009029378
1022,0,0.3138542255460382
1023,0,0.17373219125469222
1025,0,0.1399626070698726
1026,0,0.5597199878255577
1027,0,0.1373393046074467
1029,0,0.5377335246459991
1030,1,0.9731872400249286
1031,0,0.27735988521240057
1032,0,0.5193993941765584
1033,1,0.8486890734379756
1037,0,0.1140919170398713
1038,1,0.4332942011971535
1039,0,0.43604794411351216
1040,0,0.4440193051871821
1041,0,0.6890734379755642
1042,1,0.8621534269605924
1043,0,0.348522399524617
1044,0,0.2716784787744395
1045,1,0.9777236691450352
1047,1,0.5368639216197806
1049,0,0.2560401176862762
1050,0,0.7656129976665653
1052,0,0.05461107004652376
1055,0,0.9338521964723104
1056,0,0.5387480615099207
1058,0,0.6744496137513224
1059,0,0.23754655999536212
1060,1,0.9065176746815079
1061,1,0.7644970071162515
1062,0,0.6043306230705684
1063,1,0.3340869892893894
1065,1,0.9358088032813021
1067,0,0.3433192747510761
1068,1,0.7158861979506356
1069,0,0.40226386654492224
1070,0,0.7493804078438192
1071,0,0.3926257663376669
1072,1,0.29843326521442964
1073,0,0.0697276693189559
1074,0,0.038320506688696604
1075,0,0.4971810368566749
1077,0,0.0528718639940867
1078,0,0.029957824253228404
1080,0,0.29637520471904577
1081,0,0.28734582663014335
1082,0,0.9174022058930099
1083,0,0.9844051190631476
1084,1,0.903097236111715
1085,0,0.4025682276040987
1086,0,0.6887690769163877
1089,0,0.6528834587011029
1090,0,0.056147368726176504
1092,0,0.1404553821180631
1094,1,0.8437178428047596
1095,0,0.8579358522834326
1096,0,0.15249938403118976
1097,0,0.4036552313868719
1098,0,0.667057988028465
1099,0,0.7742075742423583
1100,0,0.3218400800034784
1101,1,0.7271475571401655
1102,1,0.8744438163978144
1103,0,0.7224951809498963
1105,1,0.8938939374175688
1106,0,0.1208023537255243
1108,0,0.5925909822166181
1111,0,0.8437758163398409
1112,0,0.5295302694320042
1113,0,0.28776613475948226
1116,0,0.24070611765728947
1117,1,0.20795107033639146
1118,0,0.8249199240546691
1120,0,0.45170079858544576
1121,1,0.9016768845022248
1124,0,0.3543922199515921
1125,0,0.21816890589445923
1126,0,0.6910735249358667
1127,0,0.0068118903720451604
1128,0,0.254155977796136
1129,0,0.7674391640216242
1130,1,0.7821789353160282
1131,1,0.26453324057567723
1133,0,0.9466353609577228
1135,0,0.8857196689711145
1136,0,0.6382886212444019
1137,0,0.5634013073032161
1138,0,0.6307085815325304
1140,0,0.21227009869994348
1141,0,0.5473136513181732
1142,0,0.8030783947128136
1143,0,0.2695479513602041
1144,0,0.40585822571995883
1145,1,0.9921300926127223
1146,1,0.9640274214820934
1147,1,0.9878110642491702
1149,0,0.7924257576416366
1150,0,0.8501094250474659
1151,0,0.7845848370218995
1152,0,0.8361088163253475
1153,1,0.9733466672464021
1154,0,0.2625911271504558
1155,0,0.8916909430844818
1156,0,0.08271374117715263
1157,0,0.29617229734626144
1158,0,0.8398046291867763
1159,0,0.6204037856718408
1160,0,0.8602113135353711
1161,0,0.36508833717408
1162,0,0.18376161282374595
1163,0,0.24780787570474075
1165,0,0.7345971563981042
1166,0,0.9356348826760583
1167,0,0.22547357131469484
1168,0,0.39016189109671434
1169,0,0.5233271011783122
1170,0,0.6475788802411698
1171,1,0.5388205284287723
1172,0,0.5755902430540458
1173,0,0.07977158427177992
1174,0,0.6920880617997883
1175,1,0.17054364682522427
1177,0,0.5879096192588084
1178,0,0.21548762989695203
1179,0,0.6142151108019189
1181,0,0.673203182747076
1182,0,0.9484035537777005
1185,0,0.4270475527921504
1186,0,0.7339304607446699
1187,1,0.7282345609229387
1188,0,0.7026537385683436
1189,0,0.05266895662130238
1190,0,0.13248402104439325
1192,0,0.14348449932605764
1194,0,0.08190211168601533
1195,0,0.414264388306738
1196,0,0.4376567097120165
1197,0,0.41035117468875465
1198,0,0.7839906082873167
1199,1,0.07384379030972361
1200,0,0.6209110541038017
1201,0,0.2487789324173515
1204,0,0.8578923721321217
1205,0,0.18842848239778542
1206,1,0.1900807281476006
1207,1,0.9944345406322014
1208,0,0.41388756032870994
1209,1,0.1335710248271664
1210,1,0.6240561183819586
1211,0,0.18125425743148252
1212,0,0.7140890183631172
1213,1,0.32376770004492955
1214,0,0.3767410177254084
1215,0,0.2831427453367537
1217,0,0.5559951881965882
1218,0,0.2685913880313637
1219,0,0.5984318158760525
1220,0,0.24966302882734034
1221,0,0.41109033726104033
1222,0,0.32844906300273924
1223,0,0.36149397799904337
1224,1,0.3190428569358088
1225,0,0.5907938026290999
1226,1,0.6517094946157079
1227,0,0.4298592692435903
1229,1,0.42038059625780827
1230,0,0.4267142049654333
1231,1,0.5112830992651854
1232,0,0.05423424206849573
1234,0,0.8080496253460295
1235,0,0.5485021087873386
1236,1,0.5359363450584809
1237,1,0.9023001000043481
1238,0,0.22337203066800004
1239,1,0.4074235111671522
1240,0,0.4490195225879386
1241,0,0.7647433946403467
1242,0,0.9004449468817485
1243,0,0.5654303810310594
1245,0,0.7487137121903852
1246,0,0.38837920489296635
1248,0,0.658231517312347
1249,0,0.10543936692899691
1250,1,0.9468237749467368
1251,0,0.23041581518037021
1252,1,0.06695943301882691
1253,0,0.5640824963404206
1254,0,0.2826789570561039
1255,0,0.2960708436598693
1258,0,0.22431410061307014
1259,0,0.7512210675826485
1261,0,0.2128063538994449
1262,1,0.37691493833065204
1263,0,0.6067944983115208
1264,1,0.7705842282997812
1265,0,0.1715436903053756
1266,0,0.1422525617055814
1268,0,0.86860298273838
1269,1,0.8169920431323101
1270,0,0.09433743496094034
1271,0,0.500514515123846
1272,0,0.8381813702045017
1273,0,0.03513196225922866
1274,0,0.6939722016899285
1275,0,0.3869153731321651
1276,1,0.7560038842268505
1277,0,0.2011681667318869
1278,0,0.6995521544414975
1280,0,0.4462802730553503
1281,0,0.052205168340652496
1282,0,0.8363117236981318
1284,0,0.2876646810730901
1285,0,0.03492905488644434
1286,0,0.12042552574749626
1287,0,0.08588779222285027
1288,0,0.05830688290795252
1290,0,0.14213661463541893
1293,0,0.48587619751583405
1294,1,0.17180457121324114
1295,0,0.29602736350855835
1296,0,0.035030508572836495
1297,0,0.8615591982260099
1299,1,0.38900242039508964
1300,1,0.7996289693754801
1301,0,0.9236633476817833
1302,1,0.7890922793744656
1305,0,0.7066684058727191
1306,0,0.23647404959635923
1307,0,0.5576184471788629
1308,0,0.6181428178036726
1309,0,0.7119874777164226
1310,0,0.2748090496688262
1311,1,0.9155325593866399
1313,0,0.10316390567705842
1314,0,0.013203472614751367
1315,0,0.9455628505587198
1316,1,0.8057886574778613
1317,0,0.046190414075974316
1318,0,0.526935953737119
1319,0,0.8033392756206791
1320,0,0.1637172630694088
1321,0,0.025218487760337405
1322,0,0.21979216487673378
1325,0,0.39522008203255216
1326,0,0.8525298201371073
1327,0,0.38956766236213164
1328,0,0.7239590127106975
1329,0,0.3993072162557792
1330,0,0.6584923982202125
1332,0,0.5683725379364319
1333,1,0.8039045175877213
1334,0,0.44758467759467807
1336,0,0.5028334565270954
1341,0,0.039958259054741506
1342,0,0.12688957490905403
1343,1,0.4104526283751467
1344,0,0.915764453526965
1345,1,0.28175138049480414
1346,0,0.7883096366508688
1349,0,0.027262054871950953
1350,1,0.8734727596852037
1352,1,0.31728915749960146
1353,0,0.5951128309926519
1354,0,0.7287708161224401
1355,0,0.5830543356957549
