ID,y,oof_lgb,oof_xgb,oof_cat,oof_rank,oof_stack,oof_final
79,1,0.15724317394158657,0.3693216383457184,0.14902019804378094,0.5113990463353479,0.1361273710855943,0.5096525935910257
80,1,0.3987187293036711,0.6680434107780456,0.3796261344695571,0.8321666159398234,0.3902206590281665,0.8301665289795208
81,0,0.060975363938791285,0.15293955951929092,0.05311090019618668,0.0659738829224459,0.06031691047467319,0.06516587677725118
82,0,0.07835017844890232,0.12892287373542785,0.048547823798468885,0.07594533095641838,0.054089554708737414,0.0628396886821166
83,1,0.09872899953889729,0.2890713751316071,0.10213135259585701,0.3001434844993261,0.10092047645588731,0.30920909604765423
84,0,0.16834470111950647,0.3889057576656342,0.1256494075817963,0.5070655245880256,0.13409560432850773,0.504130614374538
85,0,0.13399537695858293,0.39060344696044924,0.14168789661106812,0.4841369914633969,0.14555757466876565,0.4992934475411974
86,0,0.08582202125401604,0.2577301263809204,0.09455877062680211,0.2446773048103541,0.09116458504077685,0.253728422974912
87,1,0.26256367036837225,0.5994658946990967,0.30739295159662355,0.7671927764975289,0.325686842612582,0.7715009348232532
88,0,0.10598326211835125,0.28697389960289,0.09977038648244027,0.3063031726017073,0.09885948028477852,0.31100265228922996
90,0,0.7466199214473666,0.9045856714248657,0.781868233196142,0.9816368827630186,0.7557272602269972,0.9806513326666376
91,1,0.7442440564487167,0.9124715209007264,0.749762011444197,0.9795643288838645,0.7432424912060807,0.9772924909778686
94,0,0.17191585298650164,0.3848554611206055,0.18059130963872208,0.5765612997666566,0.15199717396198392,0.5746554198008609
95,0,0.13758432721412278,0.3164335131645203,0.12449412036404213,0.4116990593793933,0.11152222687105923,0.40628940388712553
96,0,0.1570018832896153,0.3830211818218231,0.14145157467625893,0.5108772845196168,0.1389497212037324,0.5123592330101309
98,0,0.06758659742317825,0.1864973336458206,0.07437487055339594,0.13204921953128398,0.07060353195716959,0.13461454845862864
99,0,0.13089679768751208,0.29207231402397155,0.10673339075621546,0.35926199689841587,0.09954932636931821,0.3516239836514631
101,0,0.13806574750110884,0.3012178182601929,0.11871277771298996,0.39361131643404784,0.10485895789482903,0.3843319274751076
102,0,0.12732471099661552,0.310091033577919,0.09624571881528318,0.3489716944214966,0.10260704042088235,0.34805861124396714
103,0,0.21939679537068782,0.4433331608772278,0.17117009804063382,0.642796063596968,0.166870434690938,0.6359298230357842
105,0,0.6418793677282975,0.8672200679779053,0.6740151155700848,0.937823383625375,0.6917924074436159,0.9375298926040263
106,0,0.12211997650299207,0.34650766253471377,0.12295805242133377,0.4072206037943678,0.12348194693171544,0.41709422148789077
107,0,0.11976533712371944,0.32105882167816163,0.12737296755313304,0.3925243126512747,0.11614243007132383,0.3974520631331797
108,0,0.16883220391315296,0.4021713435649872,0.13992224513548498,0.5374726437381335,0.14448721794194302,0.5382516631157876
109,0,0.24716889622702737,0.4959628343582153,0.2603736693867611,0.7242778671536444,0.2318346465688652,0.7227162050523936
110,0,0.4183048792239206,0.6881242513656616,0.4175573748515875,0.8456309694624404,0.42819304131816366,0.8446128092525762
111,0,0.1485906927165847,0.35578510761260984,0.13080377640512592,0.4643680160006957,0.12594169059950563,0.4628679507804687
112,0,0.32217743836616747,0.5786858677864075,0.298662760574917,0.7769178370074061,0.2898370493609675,0.7730118700813079
113,0,0.727484267910126,0.904732608795166,0.8218703616541895,0.9830427409887386,0.7811964079523253,0.9850319579112135
114,0,0.08794914875505852,0.21926971673965454,0.08815340995110343,0.2113135353711031,0.07938830779966655,0.20968302969694336
115,0,0.15935569012872963,0.3837911903858185,0.15005141589011722,0.5263996985376176,0.14202038440779266,0.5273381451367452
117,0,0.12657774950747283,0.31660505533218386,0.12734299351947723,0.4003217531197008,0.1137665349581216,0.40033262315752854
118,1,0.6526833290332348,0.8652166604995728,0.694204617643224,0.9420119715349943,0.7003527503161163,0.9419539979999131
119,0,0.04403187466252919,0.13134818971157075,0.051834107447826974,0.03494354827021465,0.05722399787376704,0.036338536458106876
121,1,0.5885196426025754,0.8806069850921631,0.7192266970065998,0.9412293288113975,0.7414383359434306,0.9482260098265142
123,0,0.3648661095077924,0.6713677048683167,0.35603661494954897,0.8220502340681479,0.3859001036549888,0.8220792208356885
124,1,0.6879050815765355,0.9029470086097717,0.7525437607780152,0.9700566691305418,0.7516710292067461,0.9714226705508935
126,0,0.35430352740688303,0.6540666103363038,0.38079696758362014,0.8209487369016043,0.3926923671886828,0.8221553111004826
127,0,0.08064157557546003,0.208979070186615,0.07331190070677689,0.16728263547690478,0.07441262139667747,0.1677572937953824
129,1,0.27034762503111975,0.5152900040149688,0.22795401580206845,0.7262489673464064,0.22132960435665616,0.7214878907778599
130,0,0.625349871190193,0.858327329158783,0.6409152061066298,0.926605504587156,0.6681305566517908,0.9255076307665551
131,0,0.11606890903750715,0.29923442006111145,0.12067702528632691,0.3626824354682088,0.10731503709656012,0.3644071481368755
132,0,0.256636628014456,0.5039293885231018,0.22410879248441198,0.7170166818847196,0.21568020317641307,0.7128896908561242
133,0,0.09110613067996577,0.2122400313615799,0.06618758231406989,0.1753119700856559,0.07284281658828305,0.1708443845384582
136,0,0.395782775123844,0.6961208939552307,0.3450667171742934,0.8296737539313304,0.3889875979015103,0.8281447019435628
137,0,0.06868431459046546,0.16504603028297424,0.06793919733068965,0.10971491514123803,0.06475311555995765,0.10655898082525328
138,0,0.10101821957557511,0.2744082987308502,0.11093254933541538,0.3079554183515225,0.09859987806443024,0.31191573546675944
139,1,0.20029121160417657,0.4573615550994873,0.1904167837169719,0.6535646477383074,0.18542121656886176,0.6542784468889951
141,1,0.38301639880571686,0.6842359900474548,0.4189353254575102,0.8390219864631795,0.4365063226936071,0.8403408843862776
142,0,0.26064353789183126,0.4765800595283508,0.2157781796701177,0.7059872168355147,0.19578615553545245,0.6977151180486109
143,0,0.4221791279489346,0.723757004737854,0.46321369075204144,0.8594431641955448,0.49061145681006013,0.8606461150484803
144,0,0.0697082444028961,0.15768810361623764,0.04702120048412688,0.0738003101584127,0.05959467249862889,0.06976390277838167
146,0,0.25943861058521134,0.5481426000595093,0.2765624690931325,0.747249880429584,0.2711383888886154,0.7479564328883865
149,0,0.48973569285377144,0.7806612372398376,0.5642624564378698,0.8883574648173109,0.5924037558277454,0.8897669463889735
150,0,0.23376292456211836,0.46764435768127444,0.24466366908081466,0.7032769540704669,0.21015799533418544,0.7007695986782034
152,0,0.06401165591731892,0.1748327672481537,0.07123181133633602,0.11409191703987127,0.06775027188566836,0.11566807252489238
153,0,0.20017938778793098,0.46808257699012756,0.1985632346724237,0.6630143339565487,0.19474412879718989,0.665018044262794
154,0,0.09330045573457948,0.22669764757156372,0.09292759178445328,0.23308259779410698,0.08181677304890568,0.23016218096438973
155,0,0.22518733591828713,0.4713359236717224,0.17672057183974774,0.663681029609983,0.18180700009857795,0.6602134875429366
156,0,0.05714430846218237,0.18233068883419037,0.07091541781282484,0.10793222893749004,0.06984064581195296,0.11493977999043437
157,0,0.07931843854591607,0.1882252037525177,0.05833161400345922,0.12593301158021364,0.06699320823670882,0.12303795817209444
158,0,0.10715727116520139,0.27947778403759005,0.1049486388521931,0.31183964520196533,0.09786739510606253,0.3138614722379234
159,1,0.6669926557873244,0.8808541059494018,0.5865019912281975,0.9353305216168818,0.6370128056027055,0.9282468802991434
160,0,0.6914168457846006,0.8963542580604553,0.730222764196151,0.9655202400104352,0.7338786448152151,0.9652484890647419
161,0,0.7085130218532615,0.8849157333374024,0.7617702848727996,0.9675493137382785,0.740658673070819,0.9678464281055698
162,0,0.34560736967445216,0.6622378706932068,0.4945597651633168,0.836746525211241,0.4855005867349108,0.8431888342971434
163,0,0.1872761675258901,0.47195414304733274,0.20870467255146058,0.6592315607924982,0.20416373202878674,0.6657245967215966
164,0,0.18124817584624675,0.44629223346710206,0.1566269371614426,0.5987361769352292,0.16866081851202377,0.6040806122005306
165,0,0.1451087323316229,0.33236661553382874,0.13308054778697848,0.446222299520269,0.11866536975442757,0.44068220357406845
166,0,0.10949371444775757,0.3254041850566864,0.10612364369610058,0.34816006493035934,0.11245820154464327,0.35973303187095096
167,0,0.08054628797938665,0.17906208634376525,0.04541050512795256,0.10298998507181473,0.06269268413787576,0.0976020696552024
170,0,0.12917421615306632,0.34143437147140504,0.12200288681141536,0.4129889705349508,0.12043054680896223,0.41785512413583203
172,0,0.0908514006347612,0.30660068392753603,0.10428247255582952,0.301969650854385,0.10793225745133181,0.3193943214922388
173,0,0.12823368468623536,0.3269281566143036,0.11738763644628707,0.39453889299534767,0.11406858968479218,0.39641940953954524
175,0,0.2593946843630223,0.6147448420524597,0.30984433417252977,0.7709465628940388,0.3395830110770467,0.7766859428670811
176,1,0.5634271130263327,0.8004526972770691,0.5911043025641908,0.9017058712697653,0.6061761580236626,0.9008435149354319
177,0,0.11797117909740935,0.3018306910991669,0.1351066168635206,0.3883647115091961,0.11215469403114381,0.3894734553676247
178,0,0.39009752306289225,0.6707831740379333,0.39486477878512094,0.8339348087598012,0.40584699999499707,0.8334384103656681
179,0,0.15326659152060135,0.3989431977272034,0.14255021082859742,0.5184718176152586,0.1464618543011357,0.5258380799165181
180,0,0.2501473696452545,0.5186739563941956,0.2507266378750086,0.7294085250083336,0.23976442493963288,0.728412104874125
182,0,0.0773099344237215,0.1836261957883835,0.07446467375152763,0.14660057683667405,0.06922487245034772,0.14262576633766685
183,0,0.054573027654424934,0.11090055555105209,0.03283970207522497,0.019015319506645215,0.05019972199727269,0.016228966476803337
184,1,0.1877551481370825,0.40443931221961976,0.15590716407355748,0.5807643810600461,0.14854144088538193,0.5747858602547937
185,0,0.1463172562624178,0.38454689979553225,0.1585722723245861,0.520558864878183,0.1474460209903871,0.5284360189573459
186,1,0.42081594085643914,0.7225963115692139,0.44036220673882837,0.8560372190095221,0.4730032152055927,0.8564176703334927
187,0,0.09063704392667929,0.21414918601512908,0.06323275467461545,0.17077554096554923,0.0727191211463053,0.1672355319796513
188,1,0.5905111544992339,0.8632472157478333,0.6647852134186026,0.9272287200892793,0.6963397066536823,0.9302795773729293
190,0,0.38542830793065075,0.728339684009552,0.4361323794630264,0.850022464744844,0.4853962382830752,0.8531349189095179
191,0,0.09401108714106603,0.11886560544371605,0.02631806397379045,0.08216299259388089,0.04830081020738416,0.06250271750945693
192,1,0.608144763312123,0.8749030947685241,0.7218489621394326,0.9421569053726975,0.7346344413681678,0.9478238184268882
193,0,0.11787744626265077,0.2643021523952484,0.09650479269355053,0.3042306187225532,0.09025874687891762,0.29706726379407805
194,0,0.21256734583612066,0.45479915142059324,0.20672031138925157,0.6701595721553111,0.1892553587311795,0.6682247054219749
196,1,0.506921425898633,0.8015387296676636,0.6025858414051785,0.8970534950794963,0.6313090465177232,0.8990499586938563
198,0,0.16784891453170064,0.40036757588386535,0.17061973530349048,0.5730394075104716,0.15555737956151253,0.5749597808600374
199,0,0.148403298557292,0.31424586176872255,0.11149428957833415,0.4066843485948664,0.10577624701014376,0.3953650158702552
202,0,0.20240899451617356,0.4843249559402466,0.168850490545215,0.6468107309013434,0.1890357030252764,0.6506587242923605
203,0,0.07324333966035027,0.15150340944528579,0.05121451579897326,0.081510790324217,0.05889345995077254,0.0743075785903735
204,0,0.10054849678694695,0.2735686540603638,0.08673555904043491,0.26792469237792943,0.09216874655802608,0.27259880864385405
205,0,0.09982588013054736,0.22037801146507263,0.08955257034775507,0.23483629723031438,0.07891392407595244,0.2265968085568938
206,0,0.22694622462454514,0.4385723233222961,0.21822200572620964,0.676159833036219,0.183536311110571,0.6704313231010044
207,0,0.28257689408885767,0.49166149497032163,0.23244022465808228,0.7246546951316724,0.207688134408924,0.7159876516370277
208,1,0.12320850954958154,0.3562857747077942,0.1258527227516459,0.4202936359551865,0.12790406633399945,0.4321492238792991
210,0,0.12970807976989765,0.27091209292411805,0.1189954996346009,0.36179833905821995,0.09661720244891593,0.34958041653984956
212,1,0.20334503080143468,0.4665143549442291,0.22489798590124183,0.6778555589373451,0.20588568627710044,0.6802687073351015
213,0,0.18958529266602633,0.43289297819137573,0.16069051170756105,0.6060118555879241,0.16270553852117225,0.6051458759076482
214,0,0.2083820338603098,0.49804896116256714,0.23972099256734017,0.698407177123643,0.2304846696112126,0.7028675159789556
215,0,0.5584773766119561,0.8577400207519531,0.7055130967956247,0.9270837862515761,0.7255140957449686,0.9350080438279924
216,0,0.28151532117030553,0.6226652145385743,0.32547826904541055,0.7838021942983028,0.35009226023315587,0.7881320926996825
219,0,0.06477316172257441,0.1956234961748123,0.07236866409464479,0.13073032160818587,0.07247265185570052,0.136625505456759
220,0,0.14898865183846,0.33964601159095764,0.13902835288156892,0.46517964549183294,0.12265077863005429,0.4595851993564938
221,1,0.7234102506474501,0.8790026426315307,0.7048900353220445,0.9590561908488775,0.6987685774097857,0.9545415018044263
224,0,0.02828005935346417,0.09492330998182297,0.03376991100670247,0.003811759931591228,0.0492977475319273,0.004184964563676681
225,1,0.4128567950643885,0.7007001161575317,0.47261798896000407,0.8544864269460991,0.48107040779985594,0.8561024392364885
226,0,0.05945933906679742,0.1582656532526016,0.052604679163864,0.06619128367900054,0.06136004192485883,0.06747032479673029
227,0,0.16977506743073864,0.40173171162605287,0.15853533817563428,0.563256373465513,0.15116182087244054,0.5639701726162007
229,1,0.6124013538079927,0.8487367033958435,0.6212109283674271,0.9182863023029987,0.6511961954348314,0.9170398712987521
230,0,0.36712847443472113,0.627271294593811,0.34144174331005617,0.8088322680696262,0.3408798116876397,0.805328492543154
233,0,0.21103803411890487,0.46510758996009827,0.17948239075217118,0.6559270692928677,0.18247223498966492,0.6546588982129657
234,1,0.6371156765713831,0.8590430021286011,0.6765039481839235,0.934489905358204,0.6887339221293552,0.9346384625418496
235,0,0.12886703867503702,0.36716066002845765,0.13720401472152632,0.4530341898923142,0.13517425776452605,0.464802817513805
236,0,0.0885751112230331,0.20903855562210083,0.07887378099718759,0.19015319506645215,0.0749091428801188,0.18589938692986652
237,0,0.08331766912246182,0.2434776782989502,0.08613979086557806,0.2172413293331594,0.0855211510415131,0.22398799947823816
238,0,0.09953555322829062,0.2649036258459091,0.08864308732632041,0.26311288896618695,0.09032472864459963,0.2663485368929084
239,1,0.09745808620019314,0.2718946814537048,0.11867537683260135,0.31208603272606056,0.10030122361110051,0.3173833644941084
240,1,0.06452144093203763,0.17970165312290193,0.06786210676303317,0.11236720437120455,0.06811130418690756,0.1150158702552285
241,0,0.4148879526266199,0.6926352977752686,0.39373530083712477,0.8420655970549444,0.4155483409461872,0.8405474151050045
242,0,0.15632903174126186,0.35558043122291566,0.14805520970889777,0.4985579083148542,0.13057727603069735,0.49384755858950385
243,0,0.11944665670666495,0.3276048958301544,0.11675700339804537,0.38081365856486515,0.1151913124562864,0.38747336840732205
245,0,0.5009485722352272,0.786656653881073,0.5295345611970104,0.8872994478020783,0.5687395175367833,0.8872559676507674
246,0,0.21140582238939015,0.4855737447738647,0.21062481276565498,0.683623925677928,0.20780890387355785,0.6852471846602026
247,0,0.09618540129239084,0.205459925532341,0.10203581899752742,0.23874951084829776,0.07829849343638982,0.2285642854037132
249,0,0.110304774017398,0.3028016686439514,0.09915134696325971,0.3231010043914953,0.10305070556739583,0.3291556154615418
250,0,0.11821005354945821,0.34967930912971495,0.12815351034541136,0.41095989680710754,0.12687081114000784,0.4238445149789121
253,1,0.09485230080376604,0.23008055090904236,0.06759147013597104,0.1958056147368726,0.07697916493075647,0.193899734771077
254,0,0.06048102093163889,0.1627693474292755,0.05554469181316494,0.07485832717364523,0.06268083536126343,0.07647071611809209
255,0,0.07315492773693534,0.2067433178424835,0.05965417221327485,0.1299911590359001,0.07175426071778201,0.13483194921518327
256,0,0.13416161741825636,0.37626501321792605,0.137958553367628,0.46890444512080237,0.138299094048365,0.4802056611157007
257,0,0.13758746064413468,0.34767423272132875,0.13131690050141442,0.44291780802063857,0.12458187636663756,0.44495412844036697
258,0,0.10579685840258116,0.25120253562927247,0.09429369131860192,0.2723886545791846,0.08734313166768623,0.2684247141180051
259,0,0.15001602337353986,0.3547351598739624,0.1539910685081826,0.4979636795802716,0.13315942306212408,0.4962607069872603
261,0,0.03132027795629662,0.07456096485257149,0.022923080655991288,0.0001304404539327797,0.044618183229760244,0.0001630505674159746
263,0,0.1725685419194331,0.4191491425037384,0.17072440171433784,0.590199573894517,0.16330278295713305,0.5937105961128744
265,0,0.10418256058886703,0.27540243268013,0.12087517268508192,0.32849254315405013,0.10122694831475847,0.3309056915518066
266,0,0.20524067650291627,0.4208836853504181,0.2009846108401716,0.6444772961143238,0.17118290496220526,0.6400821774859777
267,0,0.27597707796166127,0.6196085214614868,0.35346947330215645,0.7879907822079222,0.36852271096192857,0.7939910430888301
268,1,0.0803677449902085,0.230932354927063,0.0930262864017031,0.21490789454613968,0.08411834918241835,0.2201834862385321
269,0,0.1350379709917278,0.3530067503452301,0.11767883095025718,0.42301839210400455,0.12244864206212643,0.427779468672551
270,1,0.6768974781715839,0.8864453554153442,0.6698623540024788,0.9505195878081656,0.6938761158472792,0.9472911865733293
271,0,0.09460533525511634,0.23145663142204284,0.08477303343427146,0.22544458454715421,0.08107384352948992,0.22314013652767511
272,0,0.4237696743613891,0.7474343061447144,0.43266847286654986,0.8590663362175167,0.48723854460465754,0.8600591330057828
273,1,0.4754581967601442,0.7204471588134765,0.5874264921409276,0.87940055364726,0.5640870681880586,0.8810056958998217
276,0,0.11812406974075944,0.2982164204120636,0.10536213800537342,0.3419858834442077,0.1024633416005437,0.342514891951824
277,1,0.4191784294168164,0.7118857741355896,0.39627026911366936,0.8467179732452136,0.43194798810081253,0.8457324231488326
278,0,0.2155887458880291,0.45738114714622496,0.2202059247523454,0.6799281128164992,0.19630711071974655,0.678344710639593
282,0,0.05794992200908131,0.16022327542304993,0.05850771921000952,0.07403220429873762,0.06287830344892914,0.07622070524805427
283,0,0.10939015699890849,0.2579165488481522,0.08737693258288046,0.2722292273577112,0.08714966531538663,0.2680116526805513
285,0,0.06683679557361218,0.2170959383249283,0.07768275996844314,0.1578184558748931,0.0784454810626337,0.16810513500586982
286,0,0.08360843148116504,0.138464492559433,0.06059306119810916,0.10723654651651521,0.057336080240908735,0.09078655593721466
287,0,0.6857613888730996,0.8547877311706543,0.6008037504595264,0.9302433439135035,0.6211948004165643,0.923366233314492
288,0,0.08185482742283967,0.17544446289539337,0.055464979005398776,0.11738191515573139,0.06365598023582475,0.11045045436758119
290,0,0.09499251274596748,0.2513982653617859,0.0775813959120504,0.22783599286925518,0.08450331841985717,0.2304121918344276
293,0,0.792370078720636,0.9162757515907287,0.8393788451575709,0.9926663478122237,0.7833072342957164,0.9924453237097265
294,1,0.3185272487707204,0.6348064661026,0.34056838953591856,0.7999623172021971,0.3594824745541637,0.8017522500978302
295,0,0.28350767719907194,0.6070343494415283,0.29425106920037797,0.7725408351087729,0.3171329928036077,0.7740445236749425
296,0,0.14145557103831216,0.3174627959728241,0.12031960606745322,0.4121628476600432,0.11017107275948129,0.4050502195747641
297,0,0.1824584334402024,0.41783595085144043,0.19724218467543977,0.6211719350116672,0.17206706396696095,0.6231140484368886
298,0,0.0809276999925004,0.2571399867534637,0.09118671456820386,0.23077814977462788,0.09065878648957035,0.24255402408800383
299,0,0.06689533260863992,0.1691383898258209,0.05774016190030649,0.092163427395394,0.0638788821456744,0.09193877994695421
300,1,0.15338774164643695,0.346594899892807,0.13494464302031006,0.46968708784439905,0.12328147767149955,0.46366146354189314
301,0,0.1380849422381059,0.3560282826423645,0.1364007558307608,0.4573097381045553,0.12931490691283967,0.4613678855602418
302,0,0.34242609257942513,0.557010018825531,0.29268693408050905,0.774845283128252,0.26667016502768653,0.7679138223401017
303,0,0.18031309978842916,0.43401834964752195,0.15793948022713758,0.593663492615621,0.1636375871229926,0.596645506326362
304,1,0.24502376656488573,0.5471680998802185,0.2526508299635088,0.7344377291766309,0.2599780668356893,0.73639071263968
305,0,0.12872865206434683,0.31267438530921937,0.12030307117262802,0.39024885139933624,0.11010089977608639,0.38849515196312884
306,0,0.1940683721920937,0.46946128606796267,0.2495704158971303,0.6817542791715582,0.22183577165307317,0.6882581851384844
307,0,0.0726938346038545,0.21853019893169404,0.06548523884144528,0.1477890343058394,0.07569092548280926,0.1554958911257011
308,0,0.14189802969801488,0.3554080009460449,0.16512779758465918,0.49992028638926334,0.1384875157754559,0.5036305926344624
309,1,0.7815562697808827,0.9146193981170654,0.8520211865058197,0.9919271852399381,0.790902565018316,0.9925431540501761
